subscriber,subscription_length,launch,optin,source,state,emails,open_rate,click_rate,rec_open_rate,rec_click_rate,course_open_rate,course_click_rate,past_course_open_rate,past_course_click_rate,purchase_probability,purchase
137634487,48,Launch_3,MailChimp,MailChimp,active,4,0.5,0.0,0.67,0.0,0.0,0.0,0.4693398692810468,0.1440803621958105,0.0008970892380363732,False
137634487,228,Launch_4,MailChimp,MailChimp,active,33,0.12,0.0,0.25,0.0,0.33,0.0,0.0,0.0,0.0018521956560712699,False
137634487,509,Launch_5,MailChimp,MailChimp,active,59,0.17,0.0,0.0,0.0,0.14,0.0,0.17,0.0,0.0012202381972413708,False
137634487,665,Launch_6,MailChimp,MailChimp,active,84,0.15,0.01,0.0,0.0,0.0,0.0,0.16,0.0,0.0008970892380363732,False
137634489,48,Launch_3,MailChimp,MailChimp,active,4,0.0,0.0,0.0,0.0,0.0,0.0,0.4693398692810468,0.1440803621958105,0.0008970892380363732,False
137634489,228,Launch_4,MailChimp,MailChimp,active,33,0.15,0.0,0.25,0.0,0.17,0.0,0.0,0.0,0.0013033740291354564,False
137634489,509,Launch_5,MailChimp,MailChimp,active,59,0.14,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0008970892380363732,False
137634489,665,Launch_6,MailChimp,MailChimp,active,84,0.12,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0008970892380363732,False
137634491,47,Launch_3,MailChimp,MailChimp,cancelled,4,0.25,0.0,0.33,0.0,0.67,0.0,0.4693398692810468,0.1440803621958105,0.0039049269460638253,False
137634491,227,Launch_4,MailChimp,MailChimp,cancelled,33,0.64,0.06,0.5,0.0,0.33,0.0,0.67,0.0,0.0018521956560712699,False
137634491,508,Launch_5,MailChimp,MailChimp,cancelled,59,0.71,0.05,1.0,0.0,1.0,0.29,0.5,0.0,0.045427055228168756,False
137634491,664,Launch_6,MailChimp,MailChimp,cancelled,84,0.79,0.06,1.0,0.0,0.71,0.0,0.68,0.11,0.0042625657132823415,False
137634492,35,Launch_3,MailChimp,MailChimp,cancelled,4,1.0,0.0,1.0,0.0,0.83,0.17,0.4693398692810468,0.1440803621958105,0.015493073872396824,False
137634492,215,Launch_4,MailChimp,MailChimp,cancelled,33,0.82,0.03,0.75,0.0,0.67,0.17,0.83,0.17,0.010946669357219626,False
137634492,496,Launch_5,MailChimp,MailChimp,cancelled,59,0.83,0.05,0.5,0.0,0.71,0.14,0.75,0.17,0.009962853954451149,False
137634493,47,Launch_3,MailChimp,MailChimp,cancelled,4,0.25,0.0,0.33,0.0,0.17,0.0,0.4693398692810468,0.1440803621958105,0.0013033740291354564,False
137634493,227,Launch_4,MailChimp,MailChimp,cancelled,33,0.15,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0008970892380363732,False
137634496,47,Launch_3,MailChimp,MailChimp,active,4,0.25,0.0,0.33,0.0,0.83,0.0,0.4693398692810468,0.1440803621958105,0.0055431240975430986,False
137634496,227,Launch_4,MailChimp,MailChimp,active,33,0.33,0.0,0.25,0.0,0.17,0.0,0.83,0.0,0.0013033740291354564,False
137634496,508,Launch_5,MailChimp,MailChimp,active,59,0.29,0.0,0.0,0.0,0.29,0.0,0.5,0.0,0.0016964477603485777,False
137634496,664,Launch_6,MailChimp,MailChimp,active,84,0.29,0.0,0.0,0.0,0.57,0.0,0.42,0.0,0.0031362638399289066,False
137634497,47,Launch_3,MailChimp,MailChimp,active,4,0.0,0.0,0.0,0.0,0.0,0.0,0.4693398692810468,0.1440803621958105,0.0008970892380363732,False
137634497,227,Launch_4,MailChimp,MailChimp,active,33,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008970892380363732,False
137634497,508,Launch_5,MailChimp,MailChimp,active,59,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008970892380363732,False
137634497,664,Launch_6,MailChimp,MailChimp,active,84,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008970892380363732,False
137634498,47,Launch_3,Unknown,Unknown,complained,4,0.0,0.0,0.0,0.0,0.0,0.0,0.4693398692810468,0.1440803621958105,0.0008970892380363732,False
137634498,227,Launch_4,Unknown,Unknown,complained,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008970892380363732,False
137634499,47,Launch_3,MailChimp,MailChimp,cancelled,4,0.0,0.0,0.0,0.0,0.0,0.0,0.4693398692810468,0.1440803621958105,0.0008970892380363732,False
137634499,227,Launch_4,MailChimp,MailChimp,cancelled,33,0.09,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0008970892380363732,False
137634499,508,Launch_5,MailChimp,MailChimp,cancelled,59,0.07,0.0,0.5,0.0,0.14,0.0,0.0,0.0,0.0012202381972413708,False
137634499,664,Launch_6,MailChimp,MailChimp,cancelled,84,0.12,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0008970892380363732,False
137634502,47,Launch_3,MailChimp,MailChimp,active,4,0.25,0.0,0.0,0.0,0.0,0.0,0.4693398692810468,0.1440803621958105,0.0008970892380363732,False
137634502,227,Launch_4,MailChimp,MailChimp,active,33,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008970892380363732,False
137634502,508,Launch_5,MailChimp,MailChimp,active,59,0.07,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0012202381972413708,False
137634502,664,Launch_6,MailChimp,MailChimp,active,84,0.06,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0008970892380363732,False
137634503,47,Launch_3,Unknown,Unknown,complained,4,0.0,0.0,0.0,0.0,0.0,0.0,0.4693398692810468,0.1440803621958105,0.0008970892380363732,False
137634504,47,Launch_3,MailChimp,MailChimp,active,4,0.0,0.0,0.0,0.0,0.0,0.0,0.4693398692810468,0.1440803621958105,0.0008970892380363732,False
137634504,227,Launch_4,MailChimp,MailChimp,active,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008970892380363732,False
137634504,508,Launch_5,MailChimp,MailChimp,active,59,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0012202381972413708,False
137634504,664,Launch_6,MailChimp,MailChimp,active,84,0.01,0.0,0.0,0.0,0.14,0.0,0.05,0.0,0.0012202381972413708,False
137634505,47,Launch_3,MailChimp,MailChimp,cancelled,4,0.25,0.0,0.33,0.0,0.0,0.0,0.4693398692810468,0.1440803621958105,0.0008970892380363732,False
137634507,47,Launch_3,MailChimp,MailChimp,active,4,0.0,0.0,0.0,0.0,0.0,0.0,0.4693398692810468,0.1440803621958105,0.0008970892380363732,False
137634507,227,Launch_4,MailChimp,MailChimp,active,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008970892380363732,False
137634507,508,Launch_5,MailChimp,MailChimp,active,59,0.02,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0008970892380363732,False
137634507,664,Launch_6,MailChimp,MailChimp,active,84,0.04,0.0,0.67,0.0,0.29,0.14,0.0,0.0,0.003978803367584046,False
137634509,47,Launch_3,MailChimp,MailChimp,cancelled,4,0.25,0.0,0.33,0.0,1.0,0.0,0.4693398692810468,0.1440803621958105,0.008036636713320078,False
137634509,227,Launch_4,MailChimp,MailChimp,cancelled,33,0.91,0.09,1.0,0.0,1.0,0.0,1.0,0.0,0.008036636713320078,False
137634509,508,Launch_5,MailChimp,MailChimp,cancelled,59,0.95,0.05,1.0,0.0,0.86,0.0,1.0,0.0,0.005919036286063793,False
137634510,47,Launch_3,MailChimp,MailChimp,cancelled,4,0.0,0.0,0.0,0.0,0.0,0.0,0.4693398692810468,0.1440803621958105,0.0008970892380363732,False
137634510,227,Launch_4,MailChimp,MailChimp,cancelled,33,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008970892380363732,False
137634510,508,Launch_5,MailChimp,MailChimp,cancelled,59,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008970892380363732,False
137634510,664,Launch_6,MailChimp,MailChimp,cancelled,84,0.06,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0008970892380363732,False
137634512,47,Launch_3,MailChimp,MailChimp,active,4,0.25,0.0,0.33,0.0,0.0,0.0,0.4693398692810468,0.1440803621958105,0.0008970892380363732,False
137634512,227,Launch_4,MailChimp,MailChimp,active,33,0.06,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0008970892380363732,False
137634512,508,Launch_5,MailChimp,MailChimp,active,59,0.07,0.0,0.5,0.0,0.29,0.0,0.0,0.0,0.0016964477603485777,False
137634512,664,Launch_6,MailChimp,MailChimp,active,84,0.13,0.0,0.33,0.0,0.14,0.0,0.11,0.0,0.0012202381972413708,False
137634517,47,Launch_3,MailChimp,MailChimp,active,4,0.0,0.0,0.0,0.0,0.5,0.5,0.4693398692810468,0.1440803621958105,0.05401590889778722,False
137634517,227,Launch_4,MailChimp,MailChimp,active,29,0.1,0.03,0.0,0.0,0.0,0.0,0.5,0.5,0.0008970892380363732,False
137634517,508,Launch_5,MailChimp,MailChimp,active,55,0.07,0.02,0.0,0.0,0.29,0.0,0.12,0.12,0.0016964477603485777,False
137634517,664,Launch_6,MailChimp,MailChimp,active,80,0.12,0.01,0.33,0.0,0.71,0.0,0.2,0.07,0.0042625657132823415,False
137634519,47,Launch_3,MailChimp,MailChimp,active,4,1.0,0.0,1.0,0.0,0.0,0.0,0.4693398692810468,0.1440803621958105,0.0008970892380363732,False
137634519,227,Launch_4,MailChimp,MailChimp,active,33,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008970892380363732,False
137634519,508,Launch_5,MailChimp,MailChimp,active,59,0.15,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0012202381972413708,False
137634519,664,Launch_6,MailChimp,MailChimp,active,84,0.13,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0008970892380363732,False
137634520,47,Launch_3,MailChimp,MailChimp,cancelled,4,0.0,0.0,0.0,0.0,1.0,1.0,0.4693398692810468,0.1440803621958105,0.784073288548634,False
137634522,47,Launch_3,MailChimp,MailChimp,active,4,0.5,0.0,0.67,0.0,0.33,0.0,0.4693398692810468,0.1440803621958105,0.0018521956560712699,False
137634522,227,Launch_4,MailChimp,MailChimp,active,33,0.3,0.0,0.25,0.0,0.0,0.0,0.33,0.0,0.0008970892380363732,False
137634522,508,Launch_5,MailChimp,MailChimp,active,59,0.19,0.0,0.0,0.0,0.14,0.0,0.17,0.0,0.0012202381972413708,False
137634522,664,Launch_6,MailChimp,MailChimp,active,84,0.17,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0008970892380363732,False
137634523,47,Launch_3,MailChimp,MailChimp,active,4,0.0,0.0,0.0,0.0,0.0,0.0,0.4693398692810468,0.1440803621958105,0.0008970892380363732,False
137634523,227,Launch_4,MailChimp,MailChimp,active,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008970892380363732,False
137634523,508,Launch_5,MailChimp,MailChimp,active,59,0.05,0.02,0.0,0.0,0.14,0.0,0.0,0.0,0.0012202381972413708,False
137634523,664,Launch_6,MailChimp,MailChimp,active,84,0.1,0.02,0.0,0.0,0.0,0.0,0.05,0.0,0.0008970892380363732,False
137634525,47,Launch_3,MailChimp,MailChimp,cancelled,4,0.25,0.0,0.33,0.0,1.0,0.0,0.4693398692810468,0.1440803621958105,0.008036636713320078,False
137634528,47,Launch_3,MailChimp,MailChimp,cancelled,4,1.0,0.0,1.0,0.0,0.67,0.0,0.4693398692810468,0.1440803621958105,0.0039049269460638253,False
137634529,47,Launch_3,MailChimp,MailChimp,cancelled,4,0.5,0.0,0.33,0.0,0.0,0.0,0.4693398692810468,0.1440803621958105,0.0008970892380363732,False
137634529,227,Launch_4,MailChimp,MailChimp,cancelled,34,0.21,0.09,0.6,0.6,0.0,0.0,0.0,0.0,0.0008970892380363732,False
137634530,47,Launch_3,MailChimp,MailChimp,active,4,0.25,0.0,0.0,0.0,0.0,0.0,0.4693398692810468,0.1440803621958105,0.0008970892380363732,False
137634530,227,Launch_4,MailChimp,MailChimp,active,33,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008970892380363732,False
137634530,508,Launch_5,MailChimp,MailChimp,active,59,0.03,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0012202381972413708,False
137634530,664,Launch_6,MailChimp,MailChimp,active,84,0.05,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0008970892380363732,False
137634531,47,Launch_3,MailChimp,MailChimp,active,4,0.5,0.0,0.67,0.0,0.0,0.0,0.4693398692810468,0.1440803621958105,0.0008970892380363732,False
137634531,227,Launch_4,MailChimp,MailChimp,active,33,0.33,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0008970892380363732,False
137634531,508,Launch_5,MailChimp,MailChimp,active,59,0.24,0.02,0.0,0.0,0.14,0.0,0.0,0.0,0.0012202381972413708,False
137634531,664,Launch_6,MailChimp,MailChimp,active,84,0.24,0.01,0.33,0.0,0.0,0.0,0.05,0.0,0.0008970892380363732,False
137634534,46,Launch_3,MailChimp,MailChimp,cancelled,4,0.5,0.25,0.33,0.0,0.5,0.17,0.4693398692810468,0.1440803621958105,0.0075571447751846986,False
137634535,46,Launch_3,MailChimp,MailChimp,cancelled,4,0.25,0.0,0.33,0.0,0.17,0.0,0.4693398692810468,0.1440803621958105,0.0013033740291354564,False
137634535,226,Launch_4,MailChimp,MailChimp,cancelled,33,0.18,0.03,0.0,0.0,0.67,0.0,0.17,0.0,0.0039049269460638253,False
137634536,46,Launch_3,MailChimp,MailChimp,active,4,0.0,0.0,0.0,0.0,0.0,0.0,0.4693398692810468,0.1440803621958105,0.0008970892380363732,False
137634536,226,Launch_4,MailChimp,MailChimp,active,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008970892380363732,False
137634536,507,Launch_5,MailChimp,MailChimp,active,59,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008970892380363732,False
137634536,663,Launch_6,MailChimp,MailChimp,active,84,0.13,0.0,0.33,0.0,0.0,0.0,0.16,0.0,0.0008970892380363732,False
137634537,46,Launch_3,MailChimp,MailChimp,active,4,1.0,0.25,1.0,0.33,1.0,0.0,0.4693398692810468,0.1440803621958105,0.008036636713320078,False
137634537,226,Launch_4,MailChimp,MailChimp,active,33,0.97,0.09,1.0,0.0,0.83,0.0,1.0,0.0,0.0055431240975430986,False
137634537,507,Launch_5,MailChimp,MailChimp,active,59,0.97,0.05,1.0,0.0,0.86,0.0,1.0,0.0,0.005919036286063793,False
137634537,663,Launch_6,MailChimp,MailChimp,active,84,0.95,0.07,1.0,0.0,1.0,0.14,0.95,0.0,0.018689225053575672,False
137634540,46,Launch_3,MailChimp,MailChimp,cancelled,4,1.0,0.0,1.0,0.0,0.17,0.0,0.4693398692810468,0.1440803621958105,0.0013033740291354564,False
137634543,46,Launch_3,MailChimp,MailChimp,active,4,0.0,0.0,0.0,0.0,0.33,0.0,0.4693398692810468,0.1440803621958105,0.0018521956560712699,False
137634543,226,Launch_4,MailChimp,MailChimp,active,33,0.36,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0008970892380363732,False
137634543,507,Launch_5,MailChimp,MailChimp,active,59,0.39,0.0,1.0,0.0,0.43,0.0,0.25,0.0,0.002306876328973986,False
137634543,663,Launch_6,MailChimp,MailChimp,active,84,0.39,0.0,0.33,0.0,0.14,0.0,0.37,0.0,0.0012202381972413708,False
137634545,46,Launch_3,MailChimp,MailChimp,active,4,0.5,0.0,0.33,0.0,0.0,0.0,0.4693398692810468,0.1440803621958105,0.0008970892380363732,False
137634545,226,Launch_4,MailChimp,MailChimp,active,33,0.15,0.03,0.0,0.0,0.17,0.0,0.0,0.0,0.0013033740291354564,False
137634545,507,Launch_5,MailChimp,MailChimp,active,59,0.15,0.02,0.0,0.0,0.0,0.0,0.08,0.0,0.0008970892380363732,False
137634545,663,Launch_6,MailChimp,MailChimp,active,84,0.13,0.01,0.0,0.0,0.0,0.0,0.05,0.0,0.0008970892380363732,False
137634547,45,Launch_3,MailChimp,MailChimp,active,4,0.5,0.0,0.67,0.0,0.0,0.0,0.4693398692810468,0.1440803621958105,0.0008970892380363732,False
137634547,225,Launch_4,MailChimp,MailChimp,active,33,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008970892380363732,False
137634547,506,Launch_5,MailChimp,MailChimp,active,59,0.08,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0008970892380363732,False
137634547,662,Launch_6,MailChimp,MailChimp,active,84,0.07,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0012202381972413708,False
137634548,45,Launch_3,Unknown,Unknown,bounced,4,0.0,0.0,0.0,0.0,0.0,0.0,0.4693398692810468,0.1440803621958105,0.0008970892380363732,False
137634548,225,Launch_4,Unknown,Unknown,bounced,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008970892380363732,False
137634550,45,Launch_3,MailChimp,MailChimp,cancelled,4,0.0,0.0,0.0,0.0,0.33,0.0,0.4693398692810468,0.1440803621958105,0.0018521956560712699,False
137634550,225,Launch_4,MailChimp,MailChimp,cancelled,33,0.12,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0008970892380363732,False
137634550,506,Launch_5,MailChimp,MailChimp,cancelled,59,0.22,0.0,1.0,0.0,1.0,0.0,0.17,0.0,0.008036636713320078,False
137634552,45,Launch_3,MailChimp,MailChimp,active,4,1.0,0.0,1.0,0.0,0.0,0.0,0.4693398692810468,0.1440803621958105,0.0008970892380363732,False
137634552,225,Launch_4,MailChimp,MailChimp,active,33,1.0,0.03,1.0,0.0,1.0,0.0,1.0,0.0,0.008036636713320078,False
137634552,506,Launch_5,MailChimp,MailChimp,active,59,0.98,0.02,0.5,0.0,0.86,0.0,1.0,0.0,0.005919036286063793,False
137634552,662,Launch_6,MailChimp,MailChimp,active,84,0.95,0.01,0.67,0.0,1.0,0.0,0.95,0.0,0.008036636713320078,False
137634554,45,Launch_3,MailChimp,MailChimp,active,4,0.5,0.0,0.33,0.0,0.17,0.0,0.4693398692810468,0.1440803621958105,0.0013033740291354564,False
137634554,225,Launch_4,MailChimp,MailChimp,active,33,0.52,0.03,0.5,0.0,0.0,0.0,0.17,0.0,0.0008970892380363732,False
137634554,506,Launch_5,MailChimp,MailChimp,active,59,0.36,0.02,0.5,0.0,0.0,0.0,0.08,0.0,0.0008970892380363732,False
137634554,662,Launch_6,MailChimp,MailChimp,active,84,0.31,0.01,0.0,0.0,0.29,0.0,0.05,0.0,0.0016964477603485777,False
137634555,45,Launch_3,MailChimp,MailChimp,active,4,0.75,0.0,0.67,0.0,0.67,0.33,0.4693398692810468,0.1440803621958105,0.028557158782011174,False
137634555,225,Launch_4,MailChimp,MailChimp,active,33,0.36,0.06,0.75,0.0,0.5,0.17,0.67,0.33,0.0075571447751846986,False
137634555,506,Launch_5,MailChimp,MailChimp,active,59,0.34,0.05,0.5,0.0,0.14,0.14,0.58,0.25,0.002863752014530759,False
137634555,662,Launch_6,MailChimp,MailChimp,active,84,0.27,0.05,0.33,0.0,0.67,0.67,0.42,0.21,1,True
137634557,45,Launch_3,MailChimp,MailChimp,cancelled,4,0.5,0.0,0.33,0.0,0.0,0.0,0.4693398692810468,0.1440803621958105,0.0008970892380363732,False
137634557,225,Launch_4,MailChimp,MailChimp,cancelled,33,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008970892380363732,False
137634557,506,Launch_5,MailChimp,MailChimp,cancelled,59,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008970892380363732,False
137634557,662,Launch_6,MailChimp,MailChimp,cancelled,84,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008970892380363732,False
137634559,45,Launch_3,MailChimp,MailChimp,active,4,0.0,0.0,0.0,0.0,0.0,0.0,0.4693398692810468,0.1440803621958105,0.0008970892380363732,False
137634559,225,Launch_4,MailChimp,MailChimp,active,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008970892380363732,False
137634559,506,Launch_5,MailChimp,MailChimp,active,59,0.03,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0008970892380363732,False
137634559,662,Launch_6,MailChimp,MailChimp,active,84,0.04,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0008970892380363732,False
137634560,44,Launch_3,MailChimp,MailChimp,active,4,0.25,0.0,0.33,0.0,0.33,0.0,0.4693398692810468,0.1440803621958105,0.0018521956560712699,False
137634560,224,Launch_4,MailChimp,MailChimp,active,33,0.12,0.0,0.0,0.0,0.33,0.0,0.33,0.0,0.0018521956560712699,False
137634560,505,Launch_5,MailChimp,MailChimp,active,59,0.12,0.0,0.0,0.0,0.14,0.0,0.33,0.0,0.0012202381972413708,False
137634560,661,Launch_6,MailChimp,MailChimp,active,84,0.1,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0008970892380363732,False
137634561,44,Launch_3,MailChimp,MailChimp,cancelled,4,0.25,0.0,0.0,0.0,0.33,0.0,0.4693398692810468,0.1440803621958105,0.0018521956560712699,False
137634561,224,Launch_4,MailChimp,MailChimp,cancelled,33,0.3,0.0,0.25,0.0,0.17,0.0,0.33,0.0,0.0013033740291354564,False
137634561,505,Launch_5,MailChimp,MailChimp,cancelled,59,0.32,0.0,0.5,0.0,0.25,0.25,0.25,0.0,0.007109401432657735,False
137634562,44,Launch_3,MailChimp,MailChimp,cancelled,4,0.0,0.0,0.0,0.0,0.5,0.33,0.4693398692810468,0.1440803621958105,0.01982402064895292,False
137634563,44,Launch_3,MailChimp,MailChimp,active,4,1.0,0.0,1.0,0.0,0.83,0.0,0.4693398692810468,0.1440803621958105,0.0055431240975430986,False
137634563,224,Launch_4,MailChimp,MailChimp,active,33,0.91,0.0,0.75,0.0,0.5,0.0,0.83,0.0,0.0026898761927963187,False
137634563,505,Launch_5,MailChimp,MailChimp,active,59,0.88,0.0,1.0,0.0,0.86,0.0,0.67,0.0,0.005919036286063793,False
137634563,661,Launch_6,MailChimp,MailChimp,active,84,0.88,0.0,1.0,0.0,1.0,0.0,0.74,0.0,0.008036636713320078,False
137634564,44,Launch_3,MailChimp,MailChimp,cancelled,4,0.75,0.0,0.67,0.0,0.0,0.0,0.4693398692810468,0.1440803621958105,0.0008970892380363732,False
137634565,43,Launch_3,MailChimp,MailChimp,active,4,0.25,0.0,0.0,0.0,0.0,0.0,0.4693398692810468,0.1440803621958105,0.0008970892380363732,False
137634565,223,Launch_4,MailChimp,MailChimp,active,33,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008970892380363732,False
137634565,504,Launch_5,MailChimp,MailChimp,active,59,0.08,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0012202381972413708,False
137634565,660,Launch_6,MailChimp,MailChimp,active,84,0.08,0.0,0.0,0.0,0.14,0.0,0.05,0.0,0.0012202381972413708,False
137634567,43,Launch_3,MailChimp,MailChimp,active,4,0.25,0.0,0.0,0.0,0.17,0.0,0.4693398692810468,0.1440803621958105,0.0013033740291354564,False
137634567,223,Launch_4,MailChimp,MailChimp,active,33,0.42,0.03,0.25,0.0,0.5,0.0,0.83,0.0,0.0026898761927963187,False
137634567,504,Launch_5,MailChimp,MailChimp,active,59,0.51,0.02,0.5,0.0,0.29,0.0,0.67,0.0,0.0016964477603485777,False
137634567,660,Launch_6,MailChimp,MailChimp,active,92,0.46,0.02,0.0,0.0,0.43,0.0,0.53,0.0,0.002306876328973986,False
137634568,43,Launch_3,MailChimp,MailChimp,cancelled,4,0.0,0.0,0.0,0.0,0.17,0.0,0.4693398692810468,0.1440803621958105,0.0013033740291354564,False
137634572,42,Launch_3,MailChimp,MailChimp,cancelled,4,1.0,0.0,1.0,0.0,0.83,0.17,0.4693398692810468,0.1440803621958105,0.015493073872396824,False
137634573,42,Launch_3,Tools,MCS Page,active,17,0.76,0.24,0.71,0.07,0.86,0.14,0.4693398692810468,0.1440803621958105,0.0138037979091682,False
137634573,222,Launch_4,Tools,MCS Page,active,52,0.69,0.15,0.62,0.0,0.83,0.17,0.86,0.14,0.015493073872396824,False
137634573,503,Launch_5,Tools,MCS Page,active,123,0.37,0.08,0.17,0.0,0.14,0.14,0.85,0.15,0.002863752014530759,False
137634573,659,Launch_6,Tools,MCS Page,active,157,0.37,0.08,0.67,0.0,0.0,0.0,0.6,0.15,0.0008970892380363732,False
137634574,41,Launch_3,MailChimp,MailChimp,active,4,0.5,0.0,0.33,0.0,0.0,0.0,0.4693398692810468,0.1440803621958105,0.0008970892380363732,False
137634574,221,Launch_4,MailChimp,MailChimp,active,33,0.18,0.0,0.25,0.0,0.17,0.0,0.0,0.0,0.0013033740291354564,False
137634574,502,Launch_5,MailChimp,MailChimp,active,59,0.14,0.0,0.0,0.0,0.43,0.0,0.08,0.0,0.002306876328973986,False
137634574,658,Launch_6,MailChimp,MailChimp,active,84,0.15,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0008970892380363732,False
137634576,41,Launch_3,MailChimp,MailChimp,cancelled,4,0.75,0.0,0.67,0.0,0.33,0.0,0.4693398692810468,0.1440803621958105,0.0018521956560712699,False
137634578,41,Launch_3,MailChimp,MailChimp,active,4,1.0,0.0,1.0,0.0,0.17,0.0,0.4693398692810468,0.1440803621958105,0.0013033740291354564,False
137634578,221,Launch_4,MailChimp,MailChimp,active,33,0.36,0.03,0.25,0.0,0.0,0.0,0.17,0.0,0.0008970892380363732,False
137634578,502,Launch_5,MailChimp,MailChimp,active,59,0.24,0.02,0.0,0.0,0.14,0.0,0.08,0.0,0.0012202381972413708,False
137634578,658,Launch_6,MailChimp,MailChimp,active,84,0.24,0.01,0.67,0.0,0.0,0.0,0.11,0.0,0.0008970892380363732,False
137634579,41,Launch_3,MailChimp,MailChimp,cancelled,4,0.5,0.0,0.33,0.0,0.0,0.0,0.4693398692810468,0.1440803621958105,0.0008970892380363732,False
137634581,40,Launch_3,MailChimp,MailChimp,cancelled,4,0.0,0.0,0.0,0.0,0.0,0.0,0.4693398692810468,0.1440803621958105,0.0008970892380363732,False
137634581,220,Launch_4,MailChimp,MailChimp,cancelled,33,0.52,0.0,1.0,0.0,0.17,0.0,0.0,0.0,0.0013033740291354564,False
137634582,40,Launch_3,MailChimp,MailChimp,active,4,0.25,0.0,0.33,0.0,0.33,0.0,0.4693398692810468,0.1440803621958105,0.0018521956560712699,False
137634582,220,Launch_4,MailChimp,MailChimp,active,33,0.21,0.09,0.0,0.0,0.0,0.0,0.33,0.0,0.0008970892380363732,False
137634582,501,Launch_5,MailChimp,MailChimp,active,59,0.14,0.07,0.0,0.0,0.0,0.0,0.17,0.0,0.0008970892380363732,False
137634582,657,Launch_6,MailChimp,MailChimp,active,84,0.12,0.05,0.0,0.0,0.0,0.0,0.11,0.0,0.0008970892380363732,False
137634584,39,Launch_3,MailChimp,MailChimp,cancelled,4,0.0,0.0,0.0,0.0,0.0,0.0,0.4693398692810468,0.1440803621958105,0.0008970892380363732,False
137634585,39,Launch_3,MailChimp,MailChimp,active,4,0.25,0.0,0.33,0.0,0.0,0.0,0.4693398692810468,0.1440803621958105,0.0008970892380363732,False
137634585,219,Launch_4,MailChimp,MailChimp,active,33,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008970892380363732,False
137634585,500,Launch_5,MailChimp,MailChimp,active,59,0.02,0.0,0.0,0.0,0.14,0.14,0.0,0.0,0.002863752014530759,False
137634585,656,Launch_6,MailChimp,MailChimp,active,84,0.02,0.01,0.0,0.0,0.0,0.0,0.05,0.05,0.0008970892380363732,False
137634586,39,Launch_3,MailChimp,MailChimp,cancelled,4,0.75,0.0,0.67,0.0,0.33,0.0,0.4693398692810468,0.1440803621958105,0.0018521956560712699,False
