subscriber,subscription_length,launch,optin,source,state,emails,open_rate,click_rate,rec_open_rate,rec_click_rate,course_open_rate,course_click_rate,past_course_open_rate,past_course_click_rate,purchase_probability,purchase
137632683,872,Launch_5,MailChimp,MailChimp,bounced,59,0.08,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.002306876328973986,False
137632683,1028,Launch_6,MailChimp,MailChimp,bounced,84,0.12,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0008970892380363732,False
137632684,411,Launch_3,MailChimp,MailChimp,active,4,0.5,0.0,0.67,0.0,0.5,0.0,0.4693398692810468,0.1440803621958105,0.0026898761927963187,False
137632684,591,Launch_4,MailChimp,MailChimp,active,33,0.39,0.0,0.5,0.0,0.33,0.0,0.5,0.0,0.0018521956560712699,False
137632684,872,Launch_5,MailChimp,MailChimp,active,59,0.39,0.0,0.0,0.0,0.14,0.0,0.42,0.0,0.0012202381972413708,False
137632684,1028,Launch_6,MailChimp,MailChimp,active,84,0.33,0.0,0.67,0.0,0.14,0.0,0.32,0.0,0.0012202381972413708,False
137632685,329,Launch_3,MailChimp,MailChimp,active,4,1.0,0.25,1.0,0.0,0.67,0.17,0.4693398692810468,0.1440803621958105,0.010946669357219626,False
137632685,509,Launch_4,MailChimp,MailChimp,active,33,0.39,0.09,0.0,0.0,0.17,0.17,0.67,0.17,0.0036710339951612787,False
137632685,790,Launch_5,MailChimp,MailChimp,active,59,0.34,0.07,0.0,0.0,0.0,0.0,0.42,0.17,0.0008970892380363732,False
137632685,946,Launch_6,MailChimp,MailChimp,active,85,0.27,0.06,0.33,0.0,0.14,0.0,0.26,0.11,0.0012202381972413708,False
137632687,411,Launch_3,MailChimp,MailChimp,active,4,0.75,0.0,0.67,0.0,0.0,0.0,0.4693398692810468,0.1440803621958105,0.0008970892380363732,False
137632687,591,Launch_4,MailChimp,MailChimp,active,33,0.36,0.0,0.25,0.0,0.17,0.0,0.0,0.0,0.0013033740291354564,False
137632687,872,Launch_5,MailChimp,MailChimp,active,59,0.25,0.0,0.0,0.0,0.43,0.29,0.08,0.0,0.013399707943693719,False
