subscriber,launch,open_rate,click_rate,purchase
137634107,Launch_3,0.0,0.0,False
137634107,Launch_4,0.0,0.0,False
137634107,Launch_5,0.14,0.0,False
137634107,Launch_6,0.43,0.0,False
137634108,Launch_3,0.0,0.0,False
137634108,Launch_4,0.0,0.0,False
137634108,Launch_5,0.14,0.0,False
137634108,Launch_6,0.43,0.0,False
137634109,Launch_3,0.0,0.0,False
137634109,Launch_4,0.17,0.0,False
137634110,Launch_3,1.0,0.5,True
137634111,Launch_3,0.0,0.0,False
137634111,Launch_4,0.0,0.0,False
137634111,Launch_5,0.0,0.0,False
137634112,Launch_3,1.0,0.0,False
137634112,Launch_4,0.17,0.0,False
137634112,Launch_5,0.14,0.0,False
137634112,Launch_6,0.0,0.0,False
137634114,Launch_3,0.0,0.0,False
137634114,Launch_4,0.0,0.0,False
137634114,Launch_5,0.29,0.0,False
137634114,Launch_6,0.5,0.5,False
137634115,Launch_3,0.0,0.0,False
137634115,Launch_4,0.0,0.0,False
137634115,Launch_5,0.0,0.0,False
137634115,Launch_6,0.0,0.0,False
137634116,Launch_3,0.83,0.0,False
137634116,Launch_4,0.5,0.0,False
137634116,Launch_5,0.29,0.0,False
137634116,Launch_6,0.0,0.0,False
137634117,Launch_3,0.67,0.0,False
137634117,Launch_4,0.33,0.0,False
137634117,Launch_5,0.14,0.14,False
137634117,Launch_6,0.71,0.0,False
137634118,Launch_3,1.0,0.0,False
137634118,Launch_4,1.0,0.0,False
137634118,Launch_5,1.0,0.0,False
137634118,Launch_6,0.57,0.0,False
137634119,Launch_3,0.0,0.0,False
137634119,Launch_4,0.0,0.0,False
137634119,Launch_5,0.0,0.0,False
137634119,Launch_6,0.0,0.0,False
137634120,Launch_3,0.0,0.0,False
137634120,Launch_4,0.0,0.0,False
137634120,Launch_5,0.71,0.0,False
137634120,Launch_6,0.29,0.0,False
137634121,Launch_3,0.33,0.17,False
137634121,Launch_4,0.33,0.17,False
137634121,Launch_5,0.71,0.29,False
137634121,Launch_6,0.43,0.0,False
137634122,Launch_3,1.0,1.0,False
137634122,Launch_4,0.0,0.0,False
137634123,Launch_3,0.67,0.17,False
137634123,Launch_4,0.0,0.0,False
137634123,Launch_5,0.29,0.0,False
137634123,Launch_6,0.43,0.0,False
137634124,Launch_3,0.0,0.0,False
137634124,Launch_4,0.17,0.0,False
137634124,Launch_5,0.14,0.14,False
137634124,Launch_6,0.0,0.0,False
137634126,Launch_3,0.0,0.0,False
137634126,Launch_4,0.0,0.0,False
137634126,Launch_5,0.0,0.0,False
137634126,Launch_6,0.29,0.0,False
137634127,Launch_3,0.17,0.0,False
137634127,Launch_4,0.0,0.0,False
137634127,Launch_5,0.29,0.0,False
137634127,Launch_6,0.29,0.0,False
137634128,Launch_3,0.0,0.0,False
137634128,Launch_4,0.0,0.0,False
137634128,Launch_5,0.0,0.0,False
137634128,Launch_6,0.0,0.0,False
137634131,Launch_3,0.33,0.17,False
137634133,Launch_3,0.0,0.0,False
137634133,Launch_4,1.0,0.0,False
137634133,Launch_5,0.29,0.0,False
137634133,Launch_6,0.29,0.0,False
137634134,Launch_3,0.33,0.0,False
137634134,Launch_4,0.0,0.0,False
137634134,Launch_5,1.0,0.0,False
137634134,Launch_6,0.43,0.0,False
137634135,Launch_3,0.0,0.0,False
137634135,Launch_4,0.25,0.0,False
137634137,Launch_3,0.83,0.0,False
137634137,Launch_4,0.33,0.0,False
137634137,Launch_5,0.43,0.0,False
137634137,Launch_6,0.0,0.0,False
137634138,Launch_3,0.0,0.0,False
137634138,Launch_4,0.17,0.0,False
137634138,Launch_5,0.0,0.0,False
137634138,Launch_6,0.0,0.0,False
137634140,Launch_3,0.0,0.0,False
137634140,Launch_4,0.17,0.0,False
137634140,Launch_5,0.0,0.0,False
137634140,Launch_6,0.0,0.0,False
137634141,Launch_3,0.33,0.0,False
137634141,Launch_4,0.0,0.0,False
137634142,Launch_3,0.33,0.0,False
137634142,Launch_4,0.17,0.0,False
137634142,Launch_5,0.0,0.0,False
137634142,Launch_6,0.29,0.0,False
137634143,Launch_3,0.67,0.17,False
137634144,Launch_3,1.0,0.6,True
137634146,Launch_3,0.5,0.17,False
137634146,Launch_4,0.0,0.0,False
137634146,Launch_5,0.14,0.0,False
137634146,Launch_6,0.0,0.0,False
137634148,Launch_3,0.67,0.17,False
137634148,Launch_4,0.17,0.17,False
137634148,Launch_5,0.43,0.14,False
137634148,Launch_6,0.57,0.14,False
137634150,Launch_3,1.0,0.0,False
137634150,Launch_4,0.33,0.0,False
137634150,Launch_5,0.17,0.0,False
137634151,Launch_3,0.0,0.0,False
137634151,Launch_4,0.17,0.0,False
137634151,Launch_5,0.14,0.0,False
137634151,Launch_6,0.0,0.0,False
137634153,Launch_3,0.67,0.17,False
137634153,Launch_4,0.17,0.0,False
137634154,Launch_3,0.83,0.17,False
137634154,Launch_4,0.33,0.17,False
137634154,Launch_5,0.29,0.0,False
137634155,Launch_3,0.17,0.0,False
137634155,Launch_4,0.33,0.17,False
137634155,Launch_5,0.0,0.0,False
137634155,Launch_6,0.0,0.0,False
137634156,Launch_3,0.33,0.0,False
137634156,Launch_4,0.33,0.0,False
137634156,Launch_5,0.14,0.0,False
137634156,Launch_6,0.0,0.0,False
137634157,Launch_3,0.0,0.0,False
137634157,Launch_4,0.17,0.0,False
137634157,Launch_5,0.71,0.0,False
137634157,Launch_6,0.14,0.0,False
137634158,Launch_3,0.33,0.17,False
137634160,Launch_3,0.67,0.0,False
137634160,Launch_4,0.33,0.0,False
137634160,Launch_5,1.0,0.0,False
137634160,Launch_6,0.71,0.0,False
137634161,Launch_3,0.33,0.0,False
137634161,Launch_4,0.33,0.0,False
137634163,Launch_3,0.17,0.0,False
137634163,Launch_4,0.0,0.0,False
137634163,Launch_5,0.29,0.0,False
137634163,Launch_6,0.0,0.0,False
137634165,Launch_3,0.33,0.0,False
137634165,Launch_4,1.0,1.0,True
137634166,Launch_3,0.67,0.0,False
137634166,Launch_4,0.67,0.0,False
137634166,Launch_5,0.14,0.0,False
137634166,Launch_6,0.86,0.0,False
137634167,Launch_3,0.0,0.0,False
137634167,Launch_4,0.0,0.0,False
137634168,Launch_3,0.0,0.0,False
137634168,Launch_4,0.0,0.0,False
137634168,Launch_5,0.14,0.0,False
137634168,Launch_6,0.14,0.0,False
137634169,Launch_3,0.2,0.2,False
137634169,Launch_4,0.0,0.0,False
137634169,Launch_5,0.29,0.0,False
137634169,Launch_6,0.0,0.0,False
137634171,Launch_3,0.67,0.17,False
137634171,Launch_4,1.0,0.5,True
137634172,Launch_3,1.0,0.0,False
137634172,Launch_4,0.67,0.0,False
137634172,Launch_5,1.0,0.0,False
137634172,Launch_6,0.57,0.0,False
137634174,Launch_3,0.0,0.0,False
137634174,Launch_4,0.0,0.0,False
137634174,Launch_5,0.14,0.0,False
137634174,Launch_6,0.43,0.0,False
137634177,Launch_3,0.0,0.0,False
137634177,Launch_4,1.0,0.0,False
137634177,Launch_5,0.71,0.0,False
137634177,Launch_6,0.86,0.0,False
137634178,Launch_3,0.17,0.0,False
137634178,Launch_4,0.0,0.0,False
137634178,Launch_5,0.14,0.0,False
137634178,Launch_6,0.71,0.0,False
137634181,Launch_3,0.0,0.0,False
137634181,Launch_4,0.17,0.0,False
137634181,Launch_5,0.14,0.0,False
137634181,Launch_6,0.14,0.0,False
137634182,Launch_3,0.33,0.17,False
137634182,Launch_4,0.33,0.0,False
137634182,Launch_5,1.0,0.0,False
137634182,Launch_6,0.14,0.0,False
137634183,Launch_3,0.0,0.0,False
137634183,Launch_4,0.33,0.0,False
137634184,Launch_3,0.17,0.0,False
137634185,Launch_3,0.17,0.0,False
137634185,Launch_4,0.33,0.17,False
137634185,Launch_5,0.14,0.0,False
137634185,Launch_6,0.14,0.0,False
137634187,Launch_3,0.0,0.0,False
137634187,Launch_4,0.0,0.0,False
137634187,Launch_5,0.0,0.0,False
137634189,Launch_3,0.33,0.0,False
137634189,Launch_4,0.0,0.0,False
137634189,Launch_5,0.43,0.0,False
137634189,Launch_6,0.0,0.0,False
137634190,Launch_3,0.5,0.0,False
137634191,Launch_3,0.83,0.17,False
137634193,Launch_3,0.33,0.0,False
137634193,Launch_4,0.33,0.0,False
137634193,Launch_5,0.43,0.0,False
137634193,Launch_6,0.86,0.43,True
137634195,Launch_4,0.5,0.17,False
137634195,Launch_5,0.0,0.0,False
137634195,Launch_6,0.14,0.0,False
137634197,Launch_3,0.5,0.17,False
137634197,Launch_4,0.17,0.0,False
137634197,Launch_5,1.0,0.0,False
137634197,Launch_6,0.71,0.0,False
137634198,Launch_3,0.5,0.0,False
137634198,Launch_4,0.0,0.0,False
137634200,Launch_3,0.0,0.0,False
137634200,Launch_4,0.0,0.0,False
137634200,Launch_5,0.14,0.14,False
137634200,Launch_6,0.0,0.0,False
137634201,Launch_3,0.17,0.17,False
137634201,Launch_4,0.17,0.0,False
137634201,Launch_5,1.0,0.5,True
137634202,Launch_3,0.5,0.17,False
137634202,Launch_4,0.83,0.0,False
137634202,Launch_5,0.43,0.0,False
137634202,Launch_6,0.57,0.0,False
137634203,Launch_3,0.5,0.17,False
137634203,Launch_4,0.0,0.0,False
137634203,Launch_5,0.57,0.0,False
137634203,Launch_6,0.71,0.0,False
137634204,Launch_3,0.0,0.0,False
137634204,Launch_4,0.17,0.17,False
137634204,Launch_5,0.0,0.0,False
137634204,Launch_6,0.0,0.0,False
137634206,Launch_3,0.0,0.0,False
137634206,Launch_4,1.0,0.17,False
137634207,Launch_3,0.0,0.0,False
137634207,Launch_4,0.0,0.0,False
137634207,Launch_5,0.0,0.0,False
137634207,Launch_6,0.0,0.0,False
137634208,Launch_3,0.67,0.33,False
137634208,Launch_4,0.67,0.33,False
137634208,Launch_5,1.0,0.29,False
137634208,Launch_6,0.43,0.14,False
137634209,Launch_3,0.17,0.0,False
137634209,Launch_4,1.0,0.33,False
137634209,Launch_5,0.29,0.0,False
137634209,Launch_6,0.0,0.0,False
137634210,Launch_3,0.17,0.0,False
137634210,Launch_4,0.0,0.0,False
137634210,Launch_5,0.0,0.0,False
137634211,Launch_3,0.17,0.0,False
137634211,Launch_4,0.5,0.33,False
137634213,Launch_3,0.0,0.0,False
137634214,Launch_3,1.0,0.17,False
137634214,Launch_4,0.83,0.17,False
137634214,Launch_5,0.86,0.14,False
137634214,Launch_6,0.43,0.0,False
137634215,Launch_3,0.0,0.0,False
137634215,Launch_4,0.17,0.0,False
137634215,Launch_5,0.14,0.0,False
137634215,Launch_6,0.0,0.0,False
137634216,Launch_3,1.0,0.17,False
137634216,Launch_4,0.33,0.0,False
137634216,Launch_5,0.14,0.0,False
137634216,Launch_6,0.0,0.0,False
137634217,Launch_3,0.0,0.0,False
137634217,Launch_4,0.0,0.0,False
137634217,Launch_5,0.14,0.0,False
137634217,Launch_6,0.0,0.0,False
137634218,Launch_3,0.17,0.0,False
137634219,Launch_3,0.5,0.0,False
137634219,Launch_4,0.17,0.0,False
137634219,Launch_5,0.43,0.0,False
137634219,Launch_6,0.86,0.0,False
137634220,Launch_3,0.83,0.0,False
137634220,Launch_4,1.0,0.5,False
137634220,Launch_5,0.43,0.0,False
137634220,Launch_6,0.57,0.0,False
137634221,Launch_3,0.5,0.0,False
137634222,Launch_3,0.5,0.17,False
137634224,Launch_3,0.67,0.0,False
137634225,Launch_3,0.5,0.0,False
137634225,Launch_4,0.0,0.0,False
137634225,Launch_5,0.57,0.0,False
137634225,Launch_6,0.71,0.0,False
137634226,Launch_3,0.5,0.0,False
137634226,Launch_4,0.17,0.0,False
137634226,Launch_5,0.0,0.0,False
137634226,Launch_6,0.0,0.0,False
137634227,Launch_3,0.67,0.17,False
137634227,Launch_4,0.0,0.0,False
137634227,Launch_5,0.57,0.0,False
137634228,Launch_3,0.83,0.33,False
137634228,Launch_4,0.67,0.33,False
137634228,Launch_5,0.86,0.14,False
137634228,Launch_6,0.43,0.14,False
137634232,Launch_3,0.67,0.17,False
137634233,Launch_3,0.0,0.0,False
137634233,Launch_4,0.0,0.0,False
137634233,Launch_5,0.14,0.0,False
137634233,Launch_6,0.0,0.0,False
137634234,Launch_3,0.67,0.0,False
137634234,Launch_4,0.0,0.0,False
137634234,Launch_5,0.43,0.14,False
137634234,Launch_6,0.29,0.0,False
137634236,Launch_3,0.17,0.0,False
137634236,Launch_4,0.67,0.33,False
137634236,Launch_5,0.71,0.0,False
137634236,Launch_6,0.43,0.0,False
137634237,Launch_3,0.83,0.17,False
137634237,Launch_4,1.0,0.33,False
137634237,Launch_5,0.86,0.14,False
137634237,Launch_6,0.71,0.0,False
137634241,Launch_3,0.17,0.0,False
137634241,Launch_4,0.0,0.0,False
137634241,Launch_5,0.67,0.0,False
137634243,Launch_3,1.0,0.0,False
137634243,Launch_4,1.0,0.0,False
137634243,Launch_5,1.0,0.0,False
137634243,Launch_6,1.0,0.0,False
137634245,Launch_3,0.17,0.17,False
137634245,Launch_4,0.17,0.0,False
137634245,Launch_5,0.71,0.29,False
137634245,Launch_6,0.86,0.0,False
137634246,Launch_3,0.0,0.0,False
137634246,Launch_4,0.0,0.0,False
137634248,Launch_3,0.83,0.17,False
137634248,Launch_4,0.67,0.0,False
137634249,Launch_3,0.17,0.0,False
137634249,Launch_4,0.0,0.0,False
137634250,Launch_3,0.0,0.0,False
137634250,Launch_4,0.0,0.0,False
137634250,Launch_5,0.0,0.0,False
137634251,Launch_3,0.0,0.0,False
137634251,Launch_4,0.0,0.0,False
137634251,Launch_5,0.14,0.0,False
137634252,Launch_3,0.17,0.0,False
137634252,Launch_4,0.0,0.0,False
137634252,Launch_5,0.43,0.0,False
137634253,Launch_3,1.0,0.33,False
137634254,Launch_3,1.0,0.0,False
137634254,Launch_4,1.0,0.0,False
137634254,Launch_5,1.0,0.0,False
137634254,Launch_6,0.71,0.0,False
137634256,Launch_3,0.0,0.0,False
137634256,Launch_4,0.0,0.0,False
137634256,Launch_5,0.57,0.0,False
137634257,Launch_3,0.0,0.0,False
137634257,Launch_4,0.0,0.0,False
137634257,Launch_5,0.14,0.0,False
137634257,Launch_6,0.0,0.0,False
137634258,Launch_3,0.67,0.17,False
137634258,Launch_4,0.33,0.17,False
137634258,Launch_5,0.14,0.0,False
137634258,Launch_6,0.29,0.0,False
137634259,Launch_3,0.67,0.33,False
137634260,Launch_3,0.0,0.0,False
137634260,Launch_4,0.0,0.0,False
137634260,Launch_5,0.0,0.0,False
137634260,Launch_6,0.0,0.0,False
137634261,Launch_3,0.67,0.17,False
137634262,Launch_3,0.0,0.0,False
137634263,Launch_4,0.0,0.0,False
137634264,Launch_3,0.17,0.0,False
137634264,Launch_4,0.0,0.0,False
137634264,Launch_5,0.14,0.0,False
137634264,Launch_6,0.14,0.0,False
137634265,Launch_3,0.17,0.0,False
137634265,Launch_4,0.0,0.0,False
137634266,Launch_3,0.0,0.0,False
137634266,Launch_4,0.67,0.0,False
137634266,Launch_5,0.29,0.14,False
137634266,Launch_6,0.0,0.0,False
137634268,Launch_3,1.0,0.0,False
137634270,Launch_3,0.5,0.33,False
137634270,Launch_4,0.0,0.0,False
137634270,Launch_5,0.0,0.0,False
137634270,Launch_6,0.14,0.14,False
137634271,Launch_3,0.0,0.0,False
137634271,Launch_4,0.17,0.17,False
137634271,Launch_5,0.14,0.0,False
137634271,Launch_6,0.0,0.0,False
137634273,Launch_3,0.67,0.33,False
137634274,Launch_3,0.17,0.0,False
137634274,Launch_4,1.0,0.0,False
137634275,Launch_3,0.33,0.0,False
137634275,Launch_4,0.0,0.0,False
137634275,Launch_5,0.57,0.14,False
137634277,Launch_3,0.5,0.0,False
137634277,Launch_4,0.33,0.0,False
137634277,Launch_5,0.0,0.0,False
137634277,Launch_6,0.57,0.0,False
137634278,Launch_3,1.0,0.17,False
137634278,Launch_4,1.0,0.0,False
137634278,Launch_5,1.0,0.0,False
137634279,Launch_3,0.17,0.0,False
137634279,Launch_4,0.17,0.0,False
137634279,Launch_5,0.14,0.0,False
137634279,Launch_6,0.57,0.0,False
137634280,Launch_3,0.0,0.0,False
137634280,Launch_4,0.17,0.0,False
137634280,Launch_5,0.57,0.0,False
137634280,Launch_6,0.43,0.0,False
137634282,Launch_3,0.0,0.0,False
137634282,Launch_4,0.33,0.0,False
137634282,Launch_5,0.29,0.14,False
137634282,Launch_6,0.43,0.0,False
137634283,Launch_3,0.67,0.17,False
137634284,Launch_3,0.67,0.0,False
137634284,Launch_4,0.17,0.0,False
137634284,Launch_5,0.43,0.0,False
137634284,Launch_6,0.71,0.0,False
137634285,Launch_3,0.17,0.0,False
137634285,Launch_4,1.0,0.0,False
137634285,Launch_5,0.14,0.0,False
137634285,Launch_6,0.0,0.0,False
137634286,Launch_3,0.17,0.0,False
137634286,Launch_4,0.0,0.0,False
137634286,Launch_5,0.29,0.0,False
137634287,Launch_3,0.17,0.17,False
137634287,Launch_4,0.17,0.0,False
137634287,Launch_5,0.29,0.0,False
137634287,Launch_6,0.29,0.0,False
137634288,Launch_3,0.83,0.0,False
137634289,Launch_3,0.0,0.0,False
137634289,Launch_4,0.0,0.0,False
137634289,Launch_5,0.43,0.0,False
137634289,Launch_6,0.86,0.0,False
137634291,Launch_3,0.5,0.0,False
137634292,Launch_3,0.0,0.0,False
137634292,Launch_4,0.0,0.0,False
137634292,Launch_5,0.0,0.0,False
137634292,Launch_6,0.14,0.0,False
137634293,Launch_3,0.0,0.0,False
137634293,Launch_4,0.0,0.0,False
137634293,Launch_5,0.14,0.0,False
137634293,Launch_6,0.29,0.0,False
137634294,Launch_3,0.67,0.0,False
137634294,Launch_4,0.0,0.0,False
137634294,Launch_5,0.71,0.0,False
137634297,Launch_3,1.0,0.0,False
137634297,Launch_4,0.67,0.0,False
137634297,Launch_5,1.0,0.0,False
137634297,Launch_6,1.0,0.0,False
137634298,Launch_3,1.0,0.17,False
137634298,Launch_4,0.83,0.17,False
137634298,Launch_5,1.0,0.0,False
137634298,Launch_6,0.57,0.0,False
137634299,Launch_3,0.17,0.17,False
137634299,Launch_4,1.0,0.0,False
137634300,Launch_3,0.0,0.0,False
137634301,Launch_3,0.0,0.0,False
137634301,Launch_4,0.17,0.0,False
137634301,Launch_5,0.43,0.14,False
137634301,Launch_6,0.57,0.0,False
137634302,Launch_3,0.0,0.0,False
137634302,Launch_4,0.0,0.0,False
137634302,Launch_5,0.29,0.14,False
137634302,Launch_6,0.0,0.0,False
137634303,Launch_3,0.2,0.2,True
137634306,Launch_3,0.0,0.0,False
137634307,Launch_3,0.67,0.5,False
137634307,Launch_4,0.83,0.33,False
137634307,Launch_5,1.0,1.0,True
137634312,Launch_3,0.33,0.0,False
137634312,Launch_4,1.0,0.17,False
137634312,Launch_5,0.57,0.29,False
137634312,Launch_6,0.57,0.0,False
137634314,Launch_3,0.0,0.0,False
137634314,Launch_4,0.33,0.0,False
137634315,Launch_3,0.33,0.0,False
137634315,Launch_4,0.33,0.0,False
137634316,Launch_3,0.0,0.0,False
137634316,Launch_4,0.0,0.0,False
137634316,Launch_5,0.43,0.0,False
137634316,Launch_6,0.29,0.0,False
137634317,Launch_3,0.0,0.0,False
137634317,Launch_4,0.0,0.0,False
137634317,Launch_5,0.14,0.0,False
137634317,Launch_6,0.14,0.0,False
137634319,Launch_3,0.33,0.0,False
137634319,Launch_4,0.0,0.0,False
137634319,Launch_5,0.14,0.0,False
137634319,Launch_6,0.0,0.0,False
137634320,Launch_3,0.17,0.0,False
137634320,Launch_4,0.33,0.17,False
137634320,Launch_5,0.57,0.14,False
137634320,Launch_6,0.0,0.0,False
137634321,Launch_3,0.0,0.0,False
137634321,Launch_4,0.17,0.17,False
137634321,Launch_5,0.0,0.0,False
137634323,Launch_3,1.0,0.33,False
137634323,Launch_4,1.0,0.33,False
137634323,Launch_5,0.71,0.14,False
137634323,Launch_6,0.86,0.0,False
137634324,Launch_3,0.5,0.0,False
137634324,Launch_4,0.33,0.0,False
137634324,Launch_5,0.14,0.0,False
137634324,Launch_6,0.0,0.0,False
137634325,Launch_3,0.0,0.0,False
137634325,Launch_4,0.17,0.0,False
137634325,Launch_5,0.14,0.0,False
137634325,Launch_6,0.29,0.0,False
137634326,Launch_3,0.0,0.0,False
137634326,Launch_4,0.0,0.0,False
137634326,Launch_5,0.14,0.0,False
137634326,Launch_6,0.0,0.0,False
137634327,Launch_3,0.17,0.17,False
137634327,Launch_4,0.17,0.0,False
137634328,Launch_3,0.0,0.0,False
137634328,Launch_4,0.0,0.0,False
137634328,Launch_5,0.0,0.0,False
137634328,Launch_6,0.0,0.0,False
137634329,Launch_3,0.5,0.0,False
137634331,Launch_3,0.67,0.0,False
137634331,Launch_4,0.5,0.0,False
137634331,Launch_5,0.86,0.0,False
137634332,Launch_3,0.83,0.5,False
137634332,Launch_4,1.0,0.0,False
137634332,Launch_5,0.57,0.14,False
137634332,Launch_6,0.86,0.14,False
137634333,Launch_3,0.0,0.0,False
137634333,Launch_4,0.0,0.0,False
137634334,Launch_3,0.0,0.0,False
137634334,Launch_4,0.0,0.0,False
137634334,Launch_5,0.0,0.0,False
137634335,Launch_3,1.0,0.17,False
137634335,Launch_4,0.5,0.0,False
137634335,Launch_5,0.29,0.0,False
137634336,Launch_3,0.5,0.0,False
137634336,Launch_4,0.0,0.0,False
137634336,Launch_5,0.0,0.0,False
137634337,Launch_3,0.0,0.0,False
137634337,Launch_4,0.0,0.0,False
137634338,Launch_3,0.0,0.0,False
137634338,Launch_4,0.0,0.0,False
137634339,Launch_3,0.67,0.0,False
137634339,Launch_4,0.33,0.0,False
137634339,Launch_5,0.43,0.0,False
137634339,Launch_6,0.29,0.0,False
137634340,Launch_3,0.0,0.0,False
137634340,Launch_4,0.0,0.0,False
137634343,Launch_3,0.0,0.0,False
137634343,Launch_4,0.0,0.0,False
137634343,Launch_5,0.0,0.0,False
137634344,Launch_3,0.33,0.0,False
137634344,Launch_4,0.0,0.0,False
137634344,Launch_5,0.43,0.0,False
137634344,Launch_6,0.0,0.0,False
137634346,Launch_3,0.0,0.0,False
137634346,Launch_4,0.0,0.0,False
137634346,Launch_5,0.14,0.0,False
137634346,Launch_6,0.14,0.0,False
137634347,Launch_3,0.33,0.0,False
137634347,Launch_4,1.0,0.0,False
137634348,Launch_3,0.83,0.0,False
137634348,Launch_4,0.17,0.0,False
137634348,Launch_5,0.57,0.0,False
137634348,Launch_6,0.14,0.0,False
137634349,Launch_3,0.5,0.5,False
137634351,Launch_3,0.33,0.0,False
137634351,Launch_4,0.0,0.0,False
137634351,Launch_5,0.14,0.0,False
137634353,Launch_3,0.17,0.0,False
137634353,Launch_4,0.0,0.0,False
137634353,Launch_5,0.14,0.0,False
137634353,Launch_6,0.0,0.0,False
137634354,Launch_3,0.83,0.0,False
137634354,Launch_4,0.67,0.17,False
137634354,Launch_5,0.33,0.0,False
137634355,Launch_3,0.0,0.0,False
137634355,Launch_4,0.0,0.0,False
137634355,Launch_5,0.14,0.0,False
137634355,Launch_6,0.0,0.0,False
137634357,Launch_3,0.43,0.14,False
137634357,Launch_4,0.33,0.17,False
137634357,Launch_5,0.0,0.0,False
137634357,Launch_6,0.29,0.0,False
137634360,Launch_3,1.0,0.0,False
137634363,Launch_3,0.0,0.0,False
137634363,Launch_4,0.0,0.0,False
137634363,Launch_5,0.14,0.0,False
137634363,Launch_6,0.57,0.0,False
137634365,Launch_3,0.0,0.0,False
137634365,Launch_4,0.0,0.0,False
137634365,Launch_5,0.14,0.0,False
137634365,Launch_6,0.29,0.0,False
137634366,Launch_3,1.0,0.33,False
137634366,Launch_4,1.0,0.0,False
137634366,Launch_5,1.0,0.14,False
137634367,Launch_3,0.0,0.0,False
137634367,Launch_4,0.0,0.0,False
137634367,Launch_5,0.29,0.0,False
137634367,Launch_6,0.14,0.0,False
137634368,Launch_3,0.0,0.0,False
137634368,Launch_4,0.0,0.0,False
137634368,Launch_5,0.71,0.0,False
137634368,Launch_6,0.71,0.14,False
137634369,Launch_3,0.33,0.17,False
137634369,Launch_4,0.17,0.17,False
137634369,Launch_5,0.57,0.0,False
137634369,Launch_6,0.86,0.14,False
137634370,Launch_3,0.33,0.0,False
137634370,Launch_4,0.0,0.0,False
137634370,Launch_5,1.0,0.0,False
137634371,Launch_3,0.5,0.0,False
137634373,Launch_3,0.5,0.0,False
137634373,Launch_4,0.17,0.0,False
137634373,Launch_5,0.0,0.0,False
137634373,Launch_6,0.43,0.0,False
137634375,Launch_3,0.0,0.0,False
137634375,Launch_4,0.0,0.0,False
137634375,Launch_5,0.14,0.14,False
137634376,Launch_3,1.0,0.5,False
137634376,Launch_4,0.5,0.0,False
137634376,Launch_5,0.29,0.0,False
137634376,Launch_6,0.0,0.0,False
137634377,Launch_3,0.17,0.0,False
137634377,Launch_4,0.0,0.0,False
137634377,Launch_5,0.0,0.0,False
137634377,Launch_6,0.0,0.0,False
137634378,Launch_4,1.0,0.0,False
137634380,Launch_3,0.67,0.0,False
137634380,Launch_4,0.17,0.0,False
137634380,Launch_5,0.67,0.17,False
137634380,Launch_6,0.57,0.0,False
137634381,Launch_3,0.0,0.0,False
137634386,Launch_3,0.0,0.0,False
137634386,Launch_4,0.0,0.0,False
137634387,Launch_3,0.0,0.0,False
137634388,Launch_3,0.5,0.0,False
137634389,Launch_3,0.5,0.17,False
137634390,Launch_3,1.0,0.6,True
137634391,Launch_3,1.0,0.0,False
137634391,Launch_4,0.83,0.0,False
137634391,Launch_5,0.43,0.0,False
137634391,Launch_6,0.29,0.0,False
137634392,Launch_3,1.0,0.0,False
137634393,Launch_3,0.0,0.0,False
137634393,Launch_4,0.17,0.0,False
137634393,Launch_5,0.14,0.0,False
137634393,Launch_6,0.14,0.0,False
137634394,Launch_3,0.83,0.17,False
137634394,Launch_4,0.0,0.0,False
137634394,Launch_5,0.71,0.0,False
137634394,Launch_6,0.57,0.0,False
137634396,Launch_3,0.33,0.17,False
137634397,Launch_3,0.0,0.0,False
137634397,Launch_4,1.0,0.0,False
137634398,Launch_3,0.0,0.0,False
137634398,Launch_4,0.0,0.0,False
137634398,Launch_5,0.14,0.0,False
137634398,Launch_6,0.0,0.0,False
137634399,Launch_3,0.17,0.17,False
137634399,Launch_4,0.5,0.17,False
137634399,Launch_5,0.0,0.0,False
137634399,Launch_6,0.71,0.43,False
137634403,Launch_4,1,1,True
137634404,Launch_3,1.0,0.25,False
137634406,Launch_3,0.17,0.17,False
137634406,Launch_4,0.33,0.17,False
137634406,Launch_5,0.0,0.0,False
137634406,Launch_6,0.14,0.14,False
137634407,Launch_3,0.33,0.0,False
137634407,Launch_4,0.0,0.0,False
137634407,Launch_5,0.57,0.43,False
137634407,Launch_6,0.57,0.14,False
137634409,Launch_3,1.0,0.0,False
137634409,Launch_4,0.83,0.0,False
137634409,Launch_5,1.0,0.0,False
137634409,Launch_6,1.0,0.0,False
137634410,Launch_3,0.0,0.0,False
137634410,Launch_4,0.0,0.0,False
137634411,Launch_3,0.67,0.0,False
137634411,Launch_4,0.0,0.0,False
137634411,Launch_5,0.43,0.14,False
137634411,Launch_6,0.14,0.0,False
137634412,Launch_3,0.83,0.0,False
137634412,Launch_4,0.33,0.0,False
137634413,Launch_3,0.25,0.25,False
137634414,Launch_3,0.67,0.0,False
137634415,Launch_3,0.67,0.0,False
137634415,Launch_4,0.17,0.0,False
137634415,Launch_5,0.29,0.0,False
137634415,Launch_6,0.29,0.0,False
137634418,Launch_3,0.25,0.25,False
137634418,Launch_4,1.0,0.0,False
137634418,Launch_5,0.86,0.0,False
137634418,Launch_6,0.14,0.0,False
137634419,Launch_3,0.17,0.17,False
137634419,Launch_4,0.0,0.0,False
137634419,Launch_5,0.29,0.29,False
137634419,Launch_6,0.29,0.0,False
137634421,Launch_3,0.5,0.0,False
137634421,Launch_4,0.5,0.17,False
137634421,Launch_5,0.86,0.0,False
